"","concept_id","concept_name","domain_id","vocabulary_id"
"1",4130518,"Neoplasm of liver","Condition","SNOMED"
"2",4095432,"Malignant neoplasm of liver and intrahepatic bile ducts","Condition","SNOMED"
"3",199767,"Neoplasm of uncertain behavior of liver and/or biliary passages","Condition","SNOMED"
"4",44806773,"Secondary malignant neoplasm of liver and intrahepatic bile duct","Condition","SNOMED"
"5",4246127,"Malignant neoplasm of liver","Condition","SNOMED"
"6",198700,"Secondary malignant neoplasm of liver","Condition","SNOMED"
"7",4313636,"Neoplasm of uncertain behavior of liver","Condition","SNOMED"
"8",201519,"Primary malignant neoplasm of liver","Condition","SNOMED"
"9",4144805,"Hepatic portal vein tumor invasion","Condition","SNOMED"
"10",4180791,"Malignant tumor of hepatic flexure","Condition","SNOMED"
"11",4177105,"Malignant tumor of extrahepatic bile duct","Condition","SNOMED"
"12",4262449,"pT1: Solitary tumor without vascular invasion (liver, including intrahepatic bile ducts)","Condition","SNOMED"
"13",4262450,"pT2: Solitary tumor with vascular invasion or multiple tumors none more than 5 cm (liver, including intrahepatic bile ducts)","Condition","SNOMED"
"14",4262451,"pT3: Multiple tumors more than 5 cm or tumor involving a major branch of the portal or hepatic vein(s) (liver, including intrahepatic bile ducts)","Condition","SNOMED"
"15",4262452,"pT4: Tumor(s) with direct invasion of adjacent organs other than the gallbladder or with perforation of visceral peritoneum (liver, including intrahepatic bile ducts)","Condition","SNOMED"
"16",4246382,"pT3: Tumor perforates the serosa (visceral peritoneum) and/or directly invades the liver and/or one other adjacent organ or structure, such as the stomach, duodenum, colon, pancreas, omentum, or extrahepatic bile ducts (gallbladder)","Condition","SNOMED"
"17",4246383,"pT4: Tumor invades main portal vein or hepatic artery or invades two or more extrahepatic organs or structures (gallbladder)","Condition","SNOMED"
"18",4287464,"pT1: Tumor confined to the bile duct histologically (extrahepatic bile ducts)","Condition","SNOMED"
"19",4287465,"pT2: Tumor invades beyond the wall of bile duct (extrahepatic bile ducts)","Condition","SNOMED"
"20",4246685,"pT3: Tumor invades the liver, gallbladder, pancreas, and/or ipsilateral branches of the portal vein (right or left) or hepatic artery (right or left) (extrahepatic bile ducts)","Condition","SNOMED"
"21",4264714,"pT4: Tumor invades any of the following: main portal vein or its branches bilaterally, common hepatic artery, or other adjacent structures, such as the colon, stomach, duodenum, or abdominal wall (extrahepatic bile ducts)","Condition","SNOMED"
"22",4175334,"Erythrocytosis due to hepatoma","Condition","SNOMED"
"23",196181,"Tumor of uterine body - baby delivered","Condition","SNOMED"
"24",197049,"Tumor of uterine body - baby delivered with postpartum complication","Condition","SNOMED"
"25",192385,"Tumor of uterine body complicating antenatal care, baby not yet delivered","Condition","SNOMED"
"26",4147336,"Tumor of uterine body complicating postpartum care - baby delivered during previous episode of care","Condition","SNOMED"
"27",4200888,"Local recurrence of malignant tumor of liver","Condition","SNOMED"
"28",4196266,"Metastasis from malignant tumor of liver","Condition","SNOMED"
"29",37399368,"Inflammatory pseudotumor of liver","Condition","SNOMED"
"30",4270465,"Any T/Any N and M1 (IV): Distant metastasis including presence of malignant cells in pleural fluid or parenchymal hepatic metastasis (TNM category and FIGO stage) (fallopian tube)","Condition","SNOMED"
"31",43530694,"Metastasis to liver from adenocarcinoma","Condition","SNOMED"
"32",4110014,"Metastasis to liver of unknown primary","Condition","SNOMED"
"33",4288237,"pT3 and/or N1 (III): Tumor involves one or both ovaries with microscopically confirmed peritoneal metastasis outside the pelvis (including liver capsule metastasis) and/or regional lymph node metastasis (TNM category and FIGO stage) (ovary)","Condition","SNOMED"
"34",4094864,"Primary carcinoma of liver","Condition","SNOMED"
"35",4001171,"Liver cell carcinoma","Condition","SNOMED"
"36",4001664,"Intrahepatic bile duct carcinoma","Condition","SNOMED"
"37",4001172,"Hepatoblastoma","Condition","SNOMED"
"38",4003021,"Angiosarcoma of liver","Condition","SNOMED"
"39",4130519,"Neoplasm of intrahepatic bile ducts","Condition","SNOMED"
"40",4089662,"Malignant neoplasm of interlobular bile ducts","Condition","SNOMED"
"41",4089663,"Malignant neoplasm of intrahepatic canaliculi","Condition","SNOMED"
"42",4094865,"Malignant neoplasm of intrahepatic gall duct","Condition","SNOMED"
"43",4099699,"Fibrolamellar hepatocellular carcinoma","Condition","SNOMED"
"44",4115271,"Sarcoma of liver","Condition","SNOMED"
"45",4166154,"Combined hepatocellular carcinoma and cholangiocarcinoma","Condition","SNOMED"
"46",4252535,"Adenocarcinoma of liver","Condition","SNOMED"
"47",4310731,"Adenoma of liver","Condition","SNOMED"
"48",4179531,"Hemangioendothelioma of liver","Condition","SNOMED"
"49",40490929,"Primary malignant neoplasm of intrahepatic bile duct","Condition","SNOMED"
"50",40492942,"Hepatic cystadenoma","Condition","SNOMED"
"51",37396736,"Embryonal sarcoma of liver","Condition","SNOMED"
"52",37399544,"Primary hepatic neuroendocrine carcinoma","Condition","SNOMED"
"53",36715927,"Primary cholangiocarcinoma of intrahepatic biliary tract","Condition","SNOMED"
"54",36674831,"Squamous cell carcinoma of liver and intrahepatic biliary tract","Condition","SNOMED"
"55",36674832,"Undifferentiated carcinoma of liver and intrahepatic biliary tract","Condition","SNOMED"
"56",37204022,"Adenocarcinoma of liver and intrahepatic biliary tract","Condition","SNOMED"
"57",37311916,"Mesothelial carcinoma of liver","Condition","SNOMED"
"58",3654612,"Biliary intraepithelial neoplasia grade 3 of liver","Condition","SNOMED"
"59",3654619,"Cavernous hemangioma of liver","Condition","SNOMED"
"60",3655297,"Epithelioid hemangioendothelioma of liver","Condition","SNOMED"
"61",4241788,"Carcinoma in situ of intrahepatic bile ducts","Condition","SNOMED"
"62",4243887,"Carcinoma in situ of liver","Condition","SNOMED"
"63",4312024,"Secondary malignant neoplasm of intrahepatic bile ducts","Condition","SNOMED"
"64",4317541,"Neoplasm of uncertain behavior of intrahepatic bile ducts","Condition","SNOMED"
"65",4096513,"Neoplasm of uncertain behavior of hepatic duct","Condition","SNOMED"
"66",4094104,"Neoplasm of uncertain behavior of sphincter of Oddi","Condition","SNOMED"
"67",4113105,"Neoplasm of uncertain behavior of biliary system","Condition","SNOMED"
"68",36685009,"Neoplasm of uncertain behavior of bile duct","Condition","SNOMED"
"69",4313355,"Neoplasm of uncertain behavior of ampulla of Vater","Condition","SNOMED"
"70",4317410,"Neoplasm of uncertain behavior of common bile duct","Condition","SNOMED"
"71",4313381,"Neoplasm of uncertain behavior of cystic duct","Condition","SNOMED"
"72",4317418,"Neoplasm of uncertain behavior of extrahepatic bile ducts","Condition","SNOMED"
"73",4316489,"Neoplasm of uncertain behavior of gallbladder","Condition","SNOMED"
"74",4207183,"Carcinoma of hepatic flexure","Condition","SNOMED"
"75",36715911,"Primary adenocarcinoma of ascending colon and right flexure","Condition","SNOMED"
"76",438979,"Primary malignant neoplasm of hepatic flexure of colon","Condition","SNOMED"
"77",4312018,"Secondary malignant neoplasm of hepatic flexure of colon","Condition","SNOMED"
"78",4092069,"Malignant neoplasm of sphincter of Oddi","Condition","SNOMED"
"79",4115272,"Carcinoma of ampulla of Vater","Condition","SNOMED"
"80",4116242,"Carcinoma common bile duct","Condition","SNOMED"
"81",4178966,"Malignant tumor of ampulla of Vater","Condition","SNOMED"
"82",441225,"Primary malignant neoplasm of ampulla of Vater","Condition","SNOMED"
"83",4162877,"Carcinoma of extrahepatic bile duct","Condition","SNOMED"
"84",40486896,"Primary malignant neoplasm of extrahepatic bile duct","Condition","SNOMED"
"85",40489795,"Primary malignant neoplasm of perihilar bile duct","Condition","SNOMED"
"86",40492416,"Primary malignant neoplasm of distal bile duct","Condition","SNOMED"
"87",36715798,"Primary adenocarcinoma of cystic duct","Condition","SNOMED"
"88",36717173,"Primary adenocarcinoma of common bile duct","Condition","SNOMED"
"89",36715928,"Primary adenocarcinoma of ampulla of Vater","Condition","SNOMED"
"90",37118669,"Primary mucinous cystic neoplasm with associated invasive carcinoma of cystic duct","Condition","SNOMED"
"91",37116586,"Primary malignant neuroendocrine neoplasm of cystic duct","Condition","SNOMED"
"92",37116587,"Primary mucinous cystic neoplasm with associated invasive carcinoma of distal bile duct","Condition","SNOMED"
"93",37116588,"Primary malignant neuroendocrine of distal bile duct","Condition","SNOMED"
"94",37116589,"Primary malignant neuroendocrine neoplasm of ampulla of Vater","Condition","SNOMED"
