Id,Code,Name,Class,Standard Concept Caption,RC,DRC,Domain,Vocabulary,Ancestors
44503558,8560/3-C61.9,Adenosquamous carcinoma of prostate gland,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44503555,8503/3-C61.9,Intraductal papillary adenocarcinoma with invasion of prostate gland,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44503145,8201/3-C61.9,"Cribriform carcinoma, NOS, of prostate gland",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44503133,8010/3-C61.9,"Carcinoma, NOS, of prostate gland",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44502766,8041/3-C61.9,"Small cell carcinoma, NOS, of prostate gland",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44502350,8910/3-C61.9,"Embryonal rhabdomyosarcoma, NOS, of prostate gland",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44502035,8550/3-C61.9,Acinar cell carcinoma of prostate gland,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44502000,8000/3-C61.9,"Neoplasm, malignant of prostate gland",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44501968,8802/3-C61.9,Giant cell sarcoma of prostate gland,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44501627,8246/3-C61.9,"Neuroendocrine carcinoma, NOS, of prostate gland",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44501544,9150/3-C61.9,"Hemangiopericytoma, malignant of prostate gland",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44501528,8481/3-C61.9,Mucin-producing adenocarcinoma of prostate gland,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44501366,8920/3-C61.9,Alveolar rhabdomyosarcoma of prostate gland,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44501350,8480/3-C61.9,Mucinous adenocarcinoma of prostate gland,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44501195,8120/3-C61.9,"Transitional cell carcinoma, NOS, of prostate gland",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44500734,8323/3-C61.9,Mixed cell adenocarcinoma of prostate gland,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44500716,8075/3-C61.9,"Squamous cell carcinoma, adenoid of prostate gland",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44500595,8255/3-C61.9,Adenocarcinoma with mixed subtypes of prostate gland,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44500494,8090/3-C61.9,"Basal cell carcinoma, NOS, of prostate gland",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44500459,8490/3-C61.9,Signet ring cell carcinoma of prostate gland,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44500341,8045/3-C61.9,Combined small cell carcinoma of prostate gland,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44499864,8013/3-C61.9,Large cell neuroendocrine carcinoma of prostate gland,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44499820,8574/3-C61.9,Adenocarcinoma with neuroendocrine differentiation of prostate gland,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
44499734,8130/3-C61.9,Papillary urothelial carcinoma of prostate gland,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of prostate'"">1"
