Id,Code,Name,Class,Standard Concept Caption,RC,DRC,Domain,Vocabulary,Ancestors
44504421,8144/3-C20.9,"Adenocarcinoma, intestinal type of rectum, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44504400,8010/3-C19.9,"Carcinoma, NOS, of rectosigmoid junction",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44504386,8010/3-C18.9,"Carcinoma, NOS, of colon, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44504380,8140/3-C18.7,"Adenocarcinoma, NOS, of sigmoid colon",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44504379,8010/3-C18.7,"Carcinoma, NOS, of sigmoid colon",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44504373,8010/3-C18.6,"Carcinoma, NOS, of descending colon",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44504367,8010/3-C18.5,"Carcinoma, NOS, of splenic flexure of colon",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44504364,8000/3-C18.5,"Neoplasm, malignant of splenic flexure of colon",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44504361,8010/3-C18.4,"Carcinoma, NOS, of transverse colon",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44504355,8010/3-C18.3,"Carcinoma, NOS, of hepatic flexure of colon",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44504349,8010/3-C18.2,"Carcinoma, NOS, of ascending colon",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44504337,8140/3-C18.0,"Adenocarcinoma, NOS, of cecum",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44504336,8010/3-C18.0,"Carcinoma, NOS, of cecum",ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44503091,8480/3-C18.3,Mucinous adenocarcinoma of hepatic flexure of colon,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44503088,8262/3-C18.7,Villous adenocarcinoma of sigmoid colon,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44503086,8210/3-C19.9,Adenocarcinoma in adenomatous polyp of rectosigmoid junction,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44503028,8490/3-C18.7,Signet ring cell carcinoma of sigmoid colon,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44503027,8490/3-C18.4,Signet ring cell carcinoma of transverse colon,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44503026,8490/3-C18.3,Signet ring cell carcinoma of hepatic flexure of colon,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44503025,8490/3-C18.0,Signet ring cell carcinoma of cecum,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44503020,8261/3-C18.5,Adenocarcinoma in villous adenoma of splenic flexure of colon,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
44502951,8480/3-C19.9,Mucinous adenocarcinoma of rectosigmoid junction,ICDO Condition,Standard,0,0,Condition,ICDO3,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of large intestine'"">1"
